NCM8,NCM,IPI_raw,IPI_rate
13021930,1302.19.30,,
13021940,1302.19.40,,
13021950,1302.19.50,,
13021960,1302.19.60,,
13021991,1302.19.91,,
13021999,1302.19.99,,
13022010,1302.20.10,,
13022090,1302.20.90,,
13023100,1302.31.00,,
13023211,1302.32.11,,
13023219,1302.32.19,,
13023220,1302.32.20,,
13023910,1302.39.10,,
13023990,1302.39.90,,
14011000,1401.10.00,NT,0.0
14012000,1401.20.00,NT,0.0
14019000,1401.90.00,NT,0.0
14042010,1404.20.10,,
14042090,1404.20.90,,
14049010,1404.90.10,,
14049090,1404.90.90,NT,0.0
15011000,1501.10.00,,
15012000,1501.20.00,,
15019000,1501.90.00,,
15021011,1502.10.11,NT,0.0
15021012,1502.10.12,NT,0.0
15021019,1502.10.19,NT,0.0
15021090,1502.10.90,NT,0.0
15029000,1502.90.00,,
15030000,1503.00.00,,
15041011,1504.10.11,,
15041019,1504.10.19,,
15041090,1504.10.90,,
15042000,1504.20.00,,
15043000,1504.30.00,,
15050010,1505.00.10,,
15050090,1505.00.90,,
15060000,1506.00.00,,
15071000,1507.10.00,,
15079011,1507.90.11,,
15079019,1507.90.19,,
15079090,1507.90.90,,
15081000,1508.10.00,,
15089000,1508.90.00,,
15092000,1509.20.00,,
15093000,1509.30.00,,
15094000,1509.40.00,,
15099010,1509.90.10,,
15099090,1509.90.90,,
15101000,1510.10.00,,
15109000,1510.90.00,,
15111000,1511.10.00,,
15119000,1511.90.00,,
15121110,1512.11.10,,
15121120,1512.11.20,,
15121911,1512.19.11,,
15121919,1512.19.19,,
15121920,1512.19.20,,
15122100,1512.21.00,,
15122910,1512.29.10,,
15122990,1512.29.90,,
15131100,1513.11.00,,
15131900,1513.19.00,,
15132110,1513.21.10,,
15132120,1513.21.20,,
15132910,1513.29.10,,
15132920,1513.29.20,,
15141100,1514.11.00,,
15141910,1514.19.10,,
15141990,1514.19.90,,
15149100,1514.91.00,,
15149910,1514.99.10,,
15149990,1514.99.90,,
15151100,1515.11.00,,
15151900,1515.19.00,,
15152100,1515.21.00,,
15152910,1515.29.10,,
15152990,1515.29.90,,
15153000,1515.30.00,,
15155000,1515.50.00,,
15156000,1515.60.00,,
15159010,1515.90.10,,
15159021,1515.90.21,,
15159022,1515.90.22,,
15159090,1515.90.90,,
15161000,1516.10.00,,
15162000,1516.20.00,,
15163000,1516.30.00,,
15171000,1517.10.00,,
15179010,1517.90.10,,
15179090,1517.90.90,,
15180010,1518.00.10,,
15180090,1518.00.90,,
15200010,1520.00.10,,
15200020,1520.00.20,,
15211000,1521.10.00,NT,0.0
15219011,1521.90.11,NT,0.0
15219019,1521.90.19,NT,0.0
15219090,1521.90.90,NT,0.0
15220000,1522.00.00,NT,0.0
16010000,1601.00.00,,
16021000,1602.10.00,,
16022000,1602.20.00,,
16023100,1602.31.00,,
16023210,1602.32.10,,
16023220,1602.32.20,,
16023230,1602.32.30,,
16023290,1602.32.90,,
16023900,1602.39.00,,
16024100,1602.41.00,,
16024200,1602.42.00,,
16024900,1602.49.00,,
16025000,1602.50.00,,
16029000,1602.90.00,,
16030000,1603.00.00,,
16041100,1604.11.00,,
16041200,1604.12.00,,
16041310,1604.13.10,,
16041390,1604.13.90,,
16041410,1604.14.10,,
16041420,1604.14.20,,
16041430,1604.14.30,,
16041500,1604.15.00,,
16041600,1604.16.00,,
16041700,1604.17.00,,
16041800,1604.18.00,,
16041900,1604.19.00,,
16042010,1604.20.10,,
16042020,1604.20.20,,
16042030,1604.20.30,,
16042090,1604.20.90,,
16043100,1604.31.00,,
16043200,1604.32.00,,
16051000,1605.10.00,,
16052100,1605.21.00,,
16052900,1605.29.00,,
16053000,1605.30.00,,
16054000,1605.40.00,,
16055100,1605.51.00,,
16055200,1605.52.00,,
16055300,1605.53.00,,
16055400,1605.54.00,,
16055500,1605.55.00,,
16055600,1605.56.00,,
16055700,1605.57.00,,
16055800,1605.58.00,,
16055900,1605.59.00,,
16056100,1605.61.00,,
16056200,1605.62.00,,
16056300,1605.63.00,,
16056900,1605.69.00,,
17011200,1701.12.00,,
17011300,1701.13.00,,
17011400,1701.14.00,,
17019100,1701.91.00,,
17019900,1701.99.00,,
17021100,1702.11.00,,
17021900,1702.19.00,,
17022000,1702.20.00,,
17023011,1702.30.11,,
17023019,1702.30.19,,
17023020,1702.30.20,,
17024010,1702.40.10,,
17024020,1702.40.20,,
17025000,1702.50.00,,
17026010,1702.60.10,,
17026020,1702.60.20,,
17029000,1702.90.00,,
17031000,1703.10.00,,
17039000,1703.90.00,,
17041000,1704.10.00,,
17049010,1704.90.10,,
17049020,1704.90.20,,
17049090,1704.90.90,,
18010000,1801.00.00,NT,0.0
18020000,1802.00.00,NT,0.0
18031000,1803.10.00,,
18032000,1803.20.00,,
18040000,1804.00.00,,
18050000,1805.00.00,,
18061000,1806.10.00,,
18062000,1806.20.00,,
18063110,1806.31.10,,
18063120,1806.31.20,,
18063210,1806.32.10,,
18063220,1806.32.20,,
18069000,1806.90.00,,
19011010,1901.10.10,,
19011020,1901.10.20,,
19011030,1901.10.30,,
19011090,1901.10.90,,
19012000,1901.20.00,,
19019010,1901.90.10,,
19019020,1901.90.20,,
19019090,1901.90.90,,
19021100,1902.11.00,,
19021900,1902.19.00,,
19022000,1902.20.00,,
19023000,1902.30.00,,
19024000,1902.40.00,,
19030000,1903.00.00,,
19041000,1904.10.00,,
19042000,1904.20.00,,
19043000,1904.30.00,,
19049000,1904.90.00,,
19051000,1905.10.00,,
19052010,1905.20.10,,
19052090,1905.20.90,,
19053100,1905.31.00,,
19053200,1905.32.00,,
19054000,1905.40.00,,
19059010,1905.90.10,,
19059020,1905.90.20,,
19059090,1905.90.90,,
20011000,2001.10.00,,
20019000,2001.90.00,,
20021000,2002.10.00,,
20029000,2002.90.00,,
20031000,2003.10.00,,
20039000,2003.90.00,,
20041000,2004.10.00,,
20049000,2004.90.00,,
20051000,2005.10.00,,
20052000,2005.20.00,,
20054000,2005.40.00,,
20055100,2005.51.00,,
20055900,2005.59.00,,
20056000,2005.60.00,,
20057000,2005.70.00,,
20058000,2005.80.00,,
20059100,2005.91.00,,
20059900,2005.99.00,,
20060000,2006.00.00,,
20071000,2007.10.00,,
20079100,2007.91.00,,
20079910,2007.99.10,,
20079921,2007.99.21,,
20079922,2007.99.22,,
20079923,2007.99.23,,
20079924,2007.99.24,,
20079925,2007.99.25,,
20079926,2007.99.26,,
20079927,2007.99.27,,
20079929,2007.99.29,,
20079990,2007.99.90,,
20081100,2008.11.00,,
20081900,2008.19.00,,
20082010,2008.20.10,,
20082090,2008.20.90,,
20083000,2008.30.00,,
20084010,2008.40.10,,
20084090,2008.40.90,,
20085000,2008.50.00,,
20086010,2008.60.10,,
20086090,2008.60.90,,
20087010,2008.70.10,,
20087020,2008.70.20,,
20087090,2008.70.90,,
20088000,2008.80.00,,
20089100,2008.91.00,,
20089300,2008.93.00,,
20089710,2008.97.10,,
20089790,2008.97.90,,
20089900,2008.99.00,,
20091100,2009.11.00,,
20091200,2009.12.00,,
20091900,2009.19.00,,
20092100,2009.21.00,,
20092900,2009.29.00,,
20093100,2009.31.00,,
20093900,2009.39.00,,
20094100,2009.41.00,,
20094900,2009.49.00,,
20095000,2009.50.00,,
20096100,2009.61.00,,
20096900,2009.69.00,,
20097100,2009.71.00,,
20097900,2009.79.00,,
20098100,2009.81.00,,
20098911,2009.89.11,,
20098912,2009.89.12,,
20098913,2009.89.13,,
20098919,2009.89.19,,
20098921,2009.89.21,,
20098922,2009.89.22,,
20098990,2009.89.90,,
20099000,2009.90.00,,
21011110,2101.11.10,,
21011190,2101.11.90,,
21011200,2101.12.00,,
21012010,2101.20.10,,
21012020,2101.20.20,,
21013000,2101.30.00,,
21021010,2102.10.10,,
21021090,2102.10.90,,
21022000,2102.20.00,NT,0.0
21023000,2102.30.00,,
21031010,2103.10.10,,
21031090,2103.10.90,,
21032010,2103.20.10,,
21032090,2103.20.90,,
21033010,2103.30.10,,
21033021,2103.30.21,,
21033029,2103.30.29,,
21039011,2103.90.11,,
21039019,2103.90.19,,
21039021,2103.90.21,,
21039029,2103.90.29,,
21039091,2103.90.91,,
21039099,2103.90.99,,
21041011,2104.10.11,,
21041019,2104.10.19,,
21041021,2104.10.21,,
21041029,2104.10.29,,
21042000,2104.20.00,,
21050010,2105.00.10,,
21050090,2105.00.90,,
21061000,2106.10.00,,
21069010,2106.90.10,,
21069021,2106.90.21,,
21069029,2106.90.29,,
21069030,2106.90.30,,
21069040,2106.90.40,,
21069050,2106.90.50,,
21069060,2106.90.60,,
21069090,2106.90.90,,
22011000,2201.10.00,,
22019000,2201.90.00,NT,0.0
22021000,2202.10.00,,
22029100,2202.91.00,,
22029900,2202.99.00,,
22030000,2203.00.00,,
22041010,2204.10.10,,
22041090,2204.10.90,,
22042100,2204.21.00,,
22042211,2204.22.11,,
22042219,2204.22.19,,
22042220,2204.22.20,,
22042910,2204.29.10,,
22042920,2204.29.20,,
22043000,2204.30.00,,
22051000,2205.10.00,,
22059000,2205.90.00,,
22060010,2206.00.10,,
22060090,2206.00.90,,
22071010,2207.10.10,,
22071090,2207.10.90,,
22072011,2207.20.11,,
22072019,2207.20.19,,
22072020,2207.20.20,,
22082000,2208.20.00,,
22083010,2208.30.10,,
22083020,2208.30.20,,
22083090,2208.30.90,,
22084000,2208.40.00,,
22085000,2208.50.00,,
22086000,2208.60.00,,
22087000,2208.70.00,,
22089000,2208.90.00,,
22090000,2209.00.00,,
23011010,2301.10.10,,
23011090,2301.10.90,,
23012010,2301.20.10,,
23012090,2301.20.90,,
23021000,2302.10.00,,
23023010,2302.30.10,,
23023090,2302.30.90,,
23024000,2302.40.00,,
23025000,2302.50.00,,
23031000,2303.10.00,NT,0.0
23032000,2303.20.00,NT,0.0
23033000,2303.30.00,NT,0.0
23040010,2304.00.10,,
23040090,2304.00.90,,
23050000,2305.00.00,,
23061000,2306.10.00,,
23062000,2306.20.00,,
23063010,2306.30.10,,
23063090,2306.30.90,,
23064100,2306.41.00,,
23064900,2306.49.00,,
23065000,2306.50.00,,
23066000,2306.60.00,,
23069010,2306.90.10,,
23069090,2306.90.90,,
23070000,2307.00.00,NT,0.0
23080000,2308.00.00,,
23091000,2309.10.00,,
23099010,2309.90.10,,
23099020,2309.90.20,,
23099030,2309.90.30,,
23099040,2309.90.40,,
23099050,2309.90.50,,
23099060,2309.90.60,,
23099090,2309.90.90,,
24011010,2401.10.10,NT,0.0
24011020,2401.10.20,NT,0.0
24011030,2401.10.30,NT,0.0
24011040,2401.10.40,NT,0.0
24011090,2401.10.90,NT,0.0
24012010,2401.20.10,,
24012020,2401.20.20,,
24012030,2401.20.30,,
24012040,2401.20.40,,
24012090,2401.20.90,,
24013000,2401.30.00,NT,0.0
24021000,2402.10.00,,
24022000,2402.20.00,,
24029000,2402.90.00,,
24031100,2403.11.00,,
24031900,2403.19.00,,
24039100,2403.91.00,,
24039910,2403.99.10,,
24039990,2403.99.90,,
24041100,2404.11.00,,
24041200,2404.12.00,,
24041900,2404.19.00,,
24049100,2404.91.00,,
24049200,2404.92.00,,
24049900,2404.99.00,,
25010011,2501.00.11,NT,0.0
25010019,2501.00.19,NT,0.0
25010020,2501.00.20,NT,0.0
25010090,2501.00.90,NT,0.0
25020000,2502.00.00,NT,0.0
25030010,2503.00.10,,
25030090,2503.00.90,,
25041000,2504.10.00,NT,0.0
25049000,2504.90.00,NT,0.0
25051000,2505.10.00,NT,0.0
25059000,2505.90.00,NT,0.0
25061000,2506.10.00,NT,0.0
25062000,2506.20.00,NT,0.0
25070010,2507.00.10,NT,0.0
25070090,2507.00.90,NT,0.0
25081000,2508.10.00,NT,0.0
25083000,2508.30.00,NT,0.0
25084010,2508.40.10,,
25084090,2508.40.90,NT,0.0
25085000,2508.50.00,NT,0.0
25086000,2508.60.00,NT,0.0
25087000,2508.70.00,NT,0.0
25090000,2509.00.00,NT,0.0
25101010,2510.10.10,NT,0.0
25101090,2510.10.90,NT,0.0
25102010,2510.20.10,NT,0.0
25102090,2510.20.90,NT,0.0
25111000,2511.10.00,NT,0.0
25112000,2511.20.00,NT,0.0
25120000,2512.00.00,,
25131000,2513.10.00,NT,0.0
25132000,2513.20.00,NT,0.0
25140000,2514.00.00,,
25151100,2515.11.00,NT,0.0
25151210,2515.12.10,NT,0.0
25151220,2515.12.20,NT,0.0
25152000,2515.20.00,NT,0.0
25161100,2516.11.00,NT,0.0
25161200,2516.12.00,,
25162000,2516.20.00,NT,0.0
25169000,2516.90.00,NT,0.0
25171000,2517.10.00,,
25172000,2517.20.00,,
25173000,2517.30.00,NT,0.0
25174100,2517.41.00,NT,0.0
25174900,2517.49.00,NT,0.0
25181000,2518.10.00,NT,0.0
25182000,2518.20.00,NT,0.0
25191000,2519.10.00,NT,0.0
25199010,2519.90.10,NT,0.0
25199090,2519.90.90,NT,0.0
25201011,2520.10.11,NT,0.0
25201019,2520.10.19,NT,0.0
25201020,2520.10.20,NT,0.0
25202010,2520.20.10,,
25202090,2520.20.90,NT,0.0
25210000,2521.00.00,NT,0.0
25221000,2522.10.00,NT,0.0
25222000,2522.20.00,NT,0.0
25223000,2522.30.00,NT,0.0
25231000,2523.10.00,,
25232100,2523.21.00,,
25232910,2523.29.10,,
25232990,2523.29.90,,
25233000,2523.30.00,,
25239000,2523.90.00,,
25241000,2524.10.00,NT,0.0
25249000,2524.90.00,NT,0.0
25251000,2525.10.00,NT,0.0
25252000,2525.20.00,NT,0.0
25253000,2525.30.00,NT,0.0
25261000,2526.10.00,NT,0.0
25262000,2526.20.00,NT,0.0
25280000,2528.00.00,,
25291000,2529.10.00,NT,0.0
25292100,2529.21.00,NT,0.0
25292200,2529.22.00,NT,0.0
25293000,2529.30.00,NT,0.0
25301010,2530.10.10,NT,0.0
25301090,2530.10.90,NT,0.0
25302000,2530.20.00,NT,0.0
25309010,2530.90.10,NT,0.0
25309020,2530.90.20,NT,0.0
25309030,2530.90.30,NT,0.0
25309040,2530.90.40,NT,0.0
25309090,2530.90.90,NT,0.0
26011100,2601.11.00,NT,0.0
26011210,2601.12.10,,
26011290,2601.12.90,NT,0.0
26012000,2601.20.00,NT,0.0
26020010,2602.00.10,NT,0.0
26020090,2602.00.90,NT,0.0
26030010,2603.00.10,NT,0.0
26030090,2603.00.90,NT,0.0
26040000,2604.00.00,NT,0.0
26050000,2605.00.00,NT,0.0
26060011,2606.00.11,NT,0.0
26060012,2606.00.12,NT,0.0
26060090,2606.00.90,NT,0.0
26070000,2607.00.00,NT,0.0
26080010,2608.00.10,NT,0.0
26080090,2608.00.90,NT,0.0
26090000,2609.00.00,NT,0.0
26100010,2610.00.10,NT,0.0
26100090,2610.00.90,NT,0.0
26110000,2611.00.00,NT,0.0
26121000,2612.10.00,NT,0.0
26122000,2612.20.00,NT,0.0
26131010,2613.10.10,NT,0.0
26131090,2613.10.90,NT,0.0
26139010,2613.90.10,NT,0.0
26139090,2613.90.90,NT,0.0
26140010,2614.00.10,NT,0.0
26140090,2614.00.90,NT,0.0
26151010,2615.10.10,NT,0.0
26151020,2615.10.20,NT,0.0
26151090,2615.10.90,NT,0.0
26159000,2615.90.00,NT,0.0
26161000,2616.10.00,NT,0.0
26169000,2616.90.00,NT,0.0
26171000,2617.10.00,NT,0.0
26179000,2617.90.00,NT,0.0
26180000,2618.00.00,,
26190000,2619.00.00,,
26201100,2620.11.00,NT,0.0
26201900,2620.19.00,NT,0.0
26202100,2620.21.00,,
26202900,2620.29.00,NT,0.0
26203000,2620.30.00,NT,0.0
26204000,2620.40.00,NT,0.0
26206000,2620.60.00,,
26209100,2620.91.00,NT,0.0
26209910,2620.99.10,NT,0.0
26209990,2620.99.90,NT,0.0
26211000,2621.10.00,NT,0.0
26219010,2621.90.10,NT,0.0
26219090,2621.90.90,NT,0.0
27011100,2701.11.00,NT,0.0
27011200,2701.12.00,NT,0.0
27011900,2701.19.00,NT,0.0
27012000,2701.20.00,NT,0.0
27021000,2702.10.00,NT,0.0
27022000,2702.20.00,NT,0.0
27030000,2703.00.00,NT,0.0
27040011,2704.00.11,NT,0.0
27040012,2704.00.12,NT,0.0
27040090,2704.00.90,NT,0.0
27050000,2705.00.00,,
27060000,2706.00.00,,
27071000,2707.10.00,,
27072000,2707.20.00,,
27073000,2707.30.00,,
27074000,2707.40.00,,
27075010,2707.50.10,,
27075090,2707.50.90,,
27079100,2707.91.00,,
27079910,2707.99.10,,
27079990,2707.99.90,,
27081000,2708.10.00,,
27082000,2708.20.00,,
27090010,2709.00.10,NT,0.0
27090090,2709.00.90,NT,0.0
27101210,2710.12.10,,
27101221,2710.12.21,,
27101229,2710.12.29,,
27101230,2710.12.30,NT,0.0
27101241,2710.12.41,NT,0.0
27101249,2710.12.49,NT,0.0
27101251,2710.12.51,NT,0.0
27101259,2710.12.59,NT,0.0
27101260,2710.12.60,,
27101290,2710.12.90,,
27101911,2710.19.11,NT,0.0
27101919,2710.19.19,NT,0.0
27101921,2710.19.21,NT,0.0
27101922,2710.19.22,NT,0.0
27101929,2710.19.29,NT,0.0
27101931,2710.19.31,NT,0.0
27101932,2710.19.32,NT,0.0
27101991,2710.19.91,,
27101992,2710.19.92,,
27101993,2710.19.93,,
27101994,2710.19.94,,
27101999,2710.19.99,,
27102000,2710.20.00,,
27109100,2710.91.00,,
27109900,2710.99.00,,
27111100,2711.11.00,NT,0.0
27111210,2711.12.10,NT,0.0
27111290,2711.12.90,NT,0.0
27111300,2711.13.00,NT,0.0
27111400,2711.14.00,NT,0.0
27111910,2711.19.10,NT,0.0
27111990,2711.19.90,NT,0.0
27112100,2711.21.00,NT,0.0
27112910,2711.29.10,NT,0.0
27112990,2711.29.90,NT,0.0
27121000,2712.10.00,,
27122000,2712.20.00,"0,75",0.0075
27129000,2712.90.00,,
27131100,2713.11.00,,
27131200,2713.12.00,,
27132000,2713.20.00,,
27139000,2713.90.00,,
27141000,2714.10.00,NT,0.0
27149000,2714.90.00,NT,0.0
27150000,2715.00.00,,
27160000,2716.00.00,NT,0.0
28011000,2801.10.00,,
28012010,2801.20.10,,
28012090,2801.20.90,,
28013000,2801.30.00,,
28020000,2802.00.00,,
28030011,2803.00.11,,
28030019,2803.00.19,,
28030090,2803.00.90,,
28041000,2804.10.00,,
28042100,2804.21.00,,
28042910,2804.29.10,,
28042990,2804.29.90,,
28043000,2804.30.00,,
28044000,2804.40.00,,
28045000,2804.50.00,,
28046100,2804.61.00,"99,99",0.9998999999999999
28046900,2804.69.00,,
28047010,2804.70.10,,
28047020,2804.70.20,,
28047030,2804.70.30,,
28048000,2804.80.00,,
28049000,2804.90.00,,
28051100,2805.11.00,,
28051200,2805.12.00,,
28051910,2805.19.10,,
28051920,2805.19.20,,
28051990,2805.19.90,,
28053010,2805.30.10,,
28053090,2805.30.90,,
28054000,2805.40.00,,
28061010,2806.10.10,,
28061020,2806.10.20,,
28062000,2806.20.00,,
28070010,2807.00.10,,
28070020,2807.00.20,,
28080010,2808.00.10,,
28080020,2808.00.20,,
28091000,2809.10.00,,
28092011,2809.20.11,,
28092019,2809.20.19,,
28092020,2809.20.20,,
28092030,2809.20.30,,
28092090,2809.20.90,,
28100010,2810.00.10,,
28100090,2810.00.90,,
28111100,2811.11.00,,
28111200,2811.12.00,,
28111910,2811.19.10,,
28111920,2811.19.20,,
28111930,2811.19.30,,
28111940,2811.19.40,,
28111990,2811.19.90,,
28112100,2811.21.00,,
28112210,2811.22.10,,
28112220,2811.22.20,,
28112230,2811.22.30,,
28112290,2811.22.90,,
28112910,2811.29.10,,
28112990,2811.29.90,,
28121100,2812.11.00,,
28121200,2812.12.00,,
28121300,2812.13.00,,
28121400,2812.14.00,,
28121500,2812.15.00,,
28121600,2812.16.00,,
28121700,2812.17.00,,
28121911,2812.19.11,,
28121919,2812.19.19,,
28121920,2812.19.20,,
28129000,2812.90.00,,
28131000,2813.10.00,,
28139010,2813.90.10,,
28139090,2813.90.90,,
28141000,2814.10.00,,
28142000,2814.20.00,,
28151100,2815.11.00,,
28151200,2815.12.00,,
28152000,2815.20.00,,
28153000,2815.30.00,,
28161010,2816.10.10,,
28161020,2816.10.20,,
28164010,2816.40.10,,
28164090,2816.40.90,,
28170010,2817.00.10,,
28170020,2817.00.20,,
28181010,2818.10.10,,
28181090,2818.10.90,,
28182010,2818.20.10,,
28182090,2818.20.90,,
28183000,2818.30.00,,
28191000,2819.10.00,,
28199010,2819.90.10,,
28199020,2819.90.20,,
28201000,2820.10.00,,
28209010,2820.90.10,,
28209020,2820.90.20,,
28209030,2820.90.30,,
28209040,2820.90.40,,
28211011,2821.10.11,,
28211019,2821.10.19,,
28211020,2821.10.20,,
28211030,2821.10.30,,
28211090,2821.10.90,,
28212000,2821.20.00,,
28220010,2822.00.10,,
28220090,2822.00.90,,
28230010,2823.00.10,,
28230090,2823.00.90,,
28241000,2824.10.00,,
28249010,2824.90.10,,
28249090,2824.90.90,,
28251010,2825.10.10,,
28251020,2825.10.20,,
28252010,2825.20.10,,
28252020,2825.20.20,,
28253010,2825.30.10,,
28253090,2825.30.90,,
28254010,2825.40.10,,
28254090,2825.40.90,,
28255010,2825.50.10,,
28255090,2825.50.90,,
28256010,2825.60.10,,
28256020,2825.60.20,,
28257010,2825.70.10,,
28257090,2825.70.90,,
28258010,2825.80.10,,
28258090,2825.80.90,,
28259010,2825.90.10,,
28259020,2825.90.20,,
28259090,2825.90.90,,
28261200,2826.12.00,,
28261910,2826.19.10,,
28261920,2826.19.20,,
28261990,2826.19.90,,
28263000,2826.30.00,,
28269010,2826.90.10,,
28269020,2826.90.20,,
28269090,2826.90.90,,
28271000,2827.10.00,,
28272010,2827.20.10,,
28272090,2827.20.90,,
28273110,2827.31.10,,
28273190,2827.31.90,,
28273200,2827.32.00,,
28273500,2827.35.00,,
28273910,2827.39.10,,
28273920,2827.39.20,,
28273940,2827.39.40,,
28273950,2827.39.50,,
28273960,2827.39.60,,
28273970,2827.39.70,,
28273991,2827.39.91,,
28273992,2827.39.92,,
28273993,2827.39.93,,
28273994,2827.39.94,,
28273995,2827.39.95,,
28273996,2827.39.96,,
28273997,2827.39.97,,
28273998,2827.39.98,,
28273999,2827.39.99,,
28274110,2827.41.10,,
28274120,2827.41.20,,
28274911,2827.49.11,,
28274912,2827.49.12,,
28274919,2827.49.19,,
28274921,2827.49.21,,
28274929,2827.49.29,,
28275100,2827.51.00,,
28275900,2827.59.00,,
28276011,2827.60.11,,
28276012,2827.60.12,,
28276019,2827.60.19,,
28276021,2827.60.21,,
28276029,2827.60.29,,
28281000,2828.10.00,,
28289011,2828.90.11,,
28289019,2828.90.19,,
28289020,2828.90.20,,
28289090,2828.90.90,,
28291100,2829.11.00,,
28291910,2829.19.10,,
28291920,2829.19.20,,
28291990,2829.19.90,,
28299011,2829.90.11,,
28299012,2829.90.12,,
28299019,2829.90.19,,
28299021,2829.90.21,,
28299022,2829.90.22,,
28299029,2829.90.29,,
28299031,2829.90.31,,
28299032,2829.90.32,,
28299039,2829.90.39,,
28299040,2829.90.40,,
28299050,2829.90.50,,
28301010,2830.10.10,,
28301020,2830.10.20,,
28309011,2830.90.11,,
28309012,2830.90.12,,
28309013,2830.90.13,,
28309014,2830.90.14,,
28309015,2830.90.15,,
28309016,2830.90.16,,
28309019,2830.90.19,,
28309020,2830.90.20,,
28311011,2831.10.11,,
28311019,2831.10.19,,
28311021,2831.10.21,,
28311029,2831.10.29,,
28319010,2831.90.10,,
28319090,2831.90.90,,
28321010,2832.10.10,,
28321090,2832.10.90,,
28322000,2832.20.00,,
28323010,2832.30.10,,
28323020,2832.30.20,,
28323090,2832.30.90,,
28331110,2833.11.10,,
28331190,2833.11.90,,
28331900,2833.19.00,,
28332100,2833.21.00,,
28332200,2833.22.00,,
28332400,2833.24.00,,
28332510,2833.25.10,,
28332520,2833.25.20,,
28332710,2833.27.10,,
28332790,2833.27.90,,
28332910,2833.29.10,,
28332920,2833.29.20,,
28332930,2833.29.30,,
28332940,2833.29.40,,
28332950,2833.29.50,,
28332960,2833.29.60,,
28332970,2833.29.70,,
28332990,2833.29.90,,
28333000,2833.30.00,,
28334010,2833.40.10,,
28334020,2833.40.20,,
28334090,2833.40.90,,
28341010,2834.10.10,,
28341090,2834.10.90,,
28342110,2834.21.10,,
28342190,2834.21.90,,
28342910,2834.29.10,NT,0.0
28342930,2834.29.30,,
28342940,2834.29.40,,
28342990,2834.29.90,,
28351011,2835.10.11,,
28351019,2835.10.19,,
28351021,2835.10.21,,
28351029,2835.10.29,,
28352200,2835.22.00,,
28352400,2835.24.00,,
28352500,2835.25.00,,
28352600,2835.26.00,,
28352910,2835.29.10,,
28352920,2835.29.20,,
28352930,2835.29.30,,
28352940,2835.29.40,,
28352950,2835.29.50,,
28352960,2835.29.60,,
28352970,2835.29.70,,
28352980,2835.29.80,,
28352990,2835.29.90,,
28353110,2835.31.10,,
28353190,2835.31.90,,
28353910,2835.39.10,,
28353920,2835.39.20,,
28353930,2835.39.30,,
28353990,2835.39.90,,
28362010,2836.20.10,,
28362090,2836.20.90,,
28363000,2836.30.00,,
28364000,2836.40.00,,
28365000,2836.50.00,,
28366010,2836.60.10,,
28366090,2836.60.90,,
28369100,2836.91.00,,
28369200,2836.92.00,,
28369911,2836.99.11,,
28369912,2836.99.12,,
28369913,2836.99.13,,
28369919,2836.99.19,,
28369920,2836.99.20,,
28371100,2837.11.00,,
28371911,2837.19.11,,
28371912,2837.19.12,,
28371914,2837.19.14,,
28371915,2837.19.15,,
28371919,2837.19.19,,
28371920,2837.19.20,,
28372011,2837.20.11,,
28372012,2837.20.12,,
28372019,2837.20.19,,
28372021,2837.20.21,,
28372022,2837.20.22,,
28372023,2837.20.23,,
28372029,2837.20.29,,
28372090,2837.20.90,,
28391100,2839.11.00,,
28391900,2839.19.00,,
28399010,2839.90.10,,
28399020,2839.90.20,,
28399030,2839.90.30,,
28399040,2839.90.40,,
28399050,2839.90.50,,
28399090,2839.90.90,,
28401100,2840.11.00,,
28401900,2840.19.00,,
28402000,2840.20.00,,
28403000,2840.30.00,,
28413000,2841.30.00,,
28415011,2841.50.11,,
28415012,2841.50.12,,
28415013,2841.50.13,,
28415014,2841.50.14,,
28415015,2841.50.15,,
28415016,2841.50.16,,
28415019,2841.50.19,,
28415020,2841.50.20,,
28416100,2841.61.00,,
28416910,2841.69.10,,
28416920,2841.69.20,,
28416930,2841.69.30,,
28417010,2841.70.10,,
28417020,2841.70.20,,
28417090,2841.70.90,,
28418010,2841.80.10,,
28418020,2841.80.20,,
28418090,2841.80.90,,
28419011,2841.90.11,,
28419012,2841.90.12,,
28419013,2841.90.13,,
28419014,2841.90.14,,
28419015,2841.90.15,,
28419019,2841.90.19,,
28419021,2841.90.21,,
28419022,2841.90.22,,
28419029,2841.90.29,,
28419030,2841.90.30,,
28419041,2841.90.41,,
28419042,2841.90.42,,
28419043,2841.90.43,,
28419049,2841.90.49,,
28419050,2841.90.50,,
28419060,2841.90.60,,
28419070,2841.90.70,,
28419081,2841.90.81,,
28419082,2841.90.82,,
28419083,2841.90.83,,
28419089,2841.90.89,,
28419090,2841.90.90,,
28421010,2842.10.10,,
28421090,2842.10.90,,
28429000,2842.90.00,,
28431000,2843.10.00,,
28432100,2843.21.00,,
28432910,2843.29.10,,
28432990,2843.29.90,,
28433010,2843.30.10,,
28433090,2843.30.90,,
28439011,2843.90.11,,
28439019,2843.90.19,,
28439020,2843.90.20,,
28439030,2843.90.30,,
28439090,2843.90.90,,
